#漢字	音標	解釋
崔	tsoi55	崔：姓，～莺莺
摧	tsʰoi55	摧：～残
罪	tsoi31	罪：得～，犯～[文]
罪	tsoi31	罪：～过（可怜、难受）[白]
碎	soi51	碎：～布，破～
盔	kʰuɐi55	盔：头～，～甲
魁	fui55	魁：～梧，花～
恢	fui55	恢：～复
塊	kʰuai51	块：一～钱，～头
桅	ŋei31	桅：～杆
灰	fui55	灰：石～，～色
賄	kʰoi214	贿：受～，～赂
悔	fui51	悔：后～
晦	fui51	晦：～气
回	ui31	回：～想[文]
回	ui31	回：～礼[白]
茴	ui31	茴：～香
匯	ui31	汇：～报，～款
潰	kʰoi51	溃：～疡，胃～疡
煨	ui55	煨：～番薯
蛻	tʰoi51	蜕：～变，～皮，～壳
最	tsoi51	最：～好
會	ui214	会：～计
劊	kʰoi51	刽：～子手
檜	kʰoi51	桧：人名，秦～
外	ŋoi31	外：～面
會	ui214	会：开～
會	ui214	会：～睡，～来
繪	koi214	绘：～图，测～
乖	kuai55	乖：小孩听话
怪	kuai51	怪：奇～
懷	uai31	怀：～疑
槐	ai31	槐：～树
淮	ai31	淮：～河，～北
壞	uai31	坏：～人
拐	kuai214	拐：～卖，铁～李
拐	kuai214	拐：～脚（瘸腿）
掛	kua51	挂：～起来，牵～，～钩
卦	kua51	卦：八～
歪	uai55	歪：～风邪气
畫	uak031	画：～图，图～
快	fai51	快：～车
筷	fai51	筷：公～
話	ai31	话：笑～，讲～[文，名]
話	ai31	话：讲～[白，名]
話	ua31	话：说[白，动]
脆	tsʰoi51	脆：干～[文]
脆	tsʰoi51	脆：易断[白]
歲	soi51	岁：万～，～月[文]
稅	soi51	税：交～，～收
衛	ɐi31	卫：～生
銳	joi31	锐：尖～，～角
廢	fei51	废：～品，作～
肺	fei51	肺：猪～
吠	pui31	吠：狗～
穢	ɐi51	秽：淫～，污～
圭	kuɐi55	圭：人名用字；乌拉～
閨	kuɐi55	闺：～房
桂	kuɐi51	桂：～花
奎	fui55	奎：人名用字；～宁（药名）
攜	kʰuɐi31	携：～带，提～
惠	ɐi31	惠：～州，优～
慧	uɐi31	慧：智～
碑	pei55	碑：石～，～文
卑	pei55	卑：自～，～鄙
彼	pʰei214	彼：～此
臂	pei51	臂：手～，～力
披	pʰei55	披：～肩，～露
譬	pʰei51	譬：～喻，～如
皮	pʰei31	皮：调～，～肤
疲	pʰei31	疲：～劳
脾	pʰei31	脾：～胃，～气
被	pʰei214	被：被子，毛巾～
婢	pʰei214	婢：奴～，～女
被	pei31	被：～动，～迫
避	pei31	避：逃～
糜	mei55	糜：～烂；粥
彌	nei31	弥：～补，阿～陀佛
離	lei31	离：～別，～开
