#漢字	音標	解釋
參	tsʰam44	参：～军，～加
慘	tsʰam31	惨：悲～
蠶	tsʰan25	蚕：～丝
雜	tsʰap033	杂：复～
砍	kʰam31	砍：～伤
含	ham25	含：包～[文]
含	ham25	含：～糖[白]
合	hap033	合：～作，～适[文]
合	hap033	合：～本，～伙[白]
庵	am44	庵：尼姑～
揞	ek055	揞：手覆，揞住
暗	am51	暗：不亮
擔	tam44	担：～任[动]
擔	tam51	担：～竿[名]
膽	tam31	胆：大～
塔	tʰap055	塔：宝～
痰	tʰam25	痰：吐～
淡	tʰam25	淡：～水（地名）
淡	tʰam44	淡：咸～；浓～
籃	lam25	篮：菜～
欖	lam31	榄：橄～，乌～
臘	lap033	腊：～肉，～肠
暫	tsʰiam51	暂：～时
甘	kam44	甘：甜；～心
敢	kam31	敢：勇～
斬	tsam31	斩：白～鸡
蘸	vun51	蘸：～豉油
插	tsʰap055	插：～花
杉	tsʰam51	杉：～树
夾	kiap033	夹：夹子；～心饼干
恰	kʰap055	恰：～切，～当
鹹	ham25	咸：～淡
陷	ham25	陷：～害，～井
衫	sam44	衫：衬～，～裤（衣服）
鑑	kam51	鉴：～定
甲	kap055	甲：天干，甲乙丙丁
巖	ŋam25	岩：～石，石灰～
鴨	ap055	鸭：鸭子
壓	ap055	压：～力
鐮	liam25	镰：镰刀，禾～
獵	liap033	猎：打～，～人
尖	tsiam44	尖：～刀
接	tsiap055	接：迎～，～待
籤	tsʰiam44	签：竹～，求～
潛	tsʰiam31	潜：～力
漸	tsʰiam51	渐：逐～
捷	tsʰiap033	捷：～报，大～，敏～
沾	tʃem44	沾：～光
佔	tʃem51	占：～领，～地方
摺	tʃep055	折：～被，～叠
閃	ʃem31	闪：～开
攝	ȵiap055	摄：～影
涉	siap033	涉：～及
染	niam31	染：污～
檢	kiam31	检：～查，体～
鉗	kʰiam25	钳：～工，火～
儉	kiam31	俭：勤～
險	hiam31	险：危～，保～
掩	ʒem44	掩：～护
厭	ʒem51	厌：讨～
鹽	ʒem25	盐
葉	ʒep033	叶：树～；姓
劍	kiam51	剑：宝～
劫	kiap055	劫：抢～
欠	kʰiam51	欠：～钱，拖～
嚴	ȵiam25	严：～格；姓
業	ȵiap033	业：事～，～余
醃	ʒem44	腌：腌制
點	tiam31	点：～心，～头
店	tiam51	店：开～
跌	tiet055	跌：～打
添	tʰiam44	添：～加，～丁
貼	tʰiap055	贴：补～
貼	tiap055	贴：～纸，～对联[动]
甜	tʰiam25	甜
碟	tʰiap033	碟：盛具，碟子
念	niam51	念：～经，怀～
兼	kiam44	兼：～职
謙	kʰiam44	谦：～虚
嫌	hiam25	嫌：～弃，～人
協	hiap033	协：～会，～作
法	fap055	法：方～
凡	fam25	凡：平～
犯	fam51	犯：～法[文]
品	pʰin31	品：～德
林	lim25	林：树～；姓
立	lip033	立：～足
粒	lip055	粒：三～，颗～
浸	tsim51	浸：～水
集	tsʰip033	集：～合，～体
心	sim44	心：～肝，内～
尋	tsʰim25	寻：～人
沉	tʃʰim25	沉：～底
參	sem44	参：人～
針	tʃim44	针：～线，～对
枕	tʃim31	枕：～头[名]；～枕头[动]
汁	tʃip055	汁：菜～，果～
深	tʃʰim44	深：～浅，～入
沈	ʃim31	沈：姓；地名，～阳
濕	ʃip055	湿：潮～
十	ʃip033	十：数字
任	jim51	任：姓；责～，～何
入	ȵip033	入：～门，进～
金	kim44	金：～银
錦	kim31	锦：～绣，～旗
禁	kim31	禁：～止
急	kit055	急：心～
級	kʰit055	级：～别，年～
欽	tsʰin44	钦：～差，～佩
琴	kʰim25	琴：弹～
及	kʰip033	及：～时
吸	kʰip033	吸：呼～，～引
陰	jim44	阴：～天
飮	jim31	饮：～料
單	tan44	单：～独
旦	tan51	旦：元～，花～
攤	tʰan44	摊：分～，～开，摆～
炭	tʰan51	炭：烧～
彈	tʰan25	弹：～琴
達	tʰat033	达：发～，～到
難	nan25	难：困～
捺	nai51	捺：撇～
蘭	lan25	兰：～花
懶	nan44	懒：懒惰，～尸
爛	lan51	烂：灿～，腐～
辣	lat033	辣：～椒
贊	tsan51	赞：称～，～助
餐	tsʰɔn44	餐：～车，快～
殘	tsʰan25	残：～废
散	san31	散：药～
散	san51	散：分～，解～
亁	kɔn44	干：烘～，饼～
趕	kɔn31	赶：追～
幹	kɔn51	干：～部，才～
割	kɔt055	割：～禾（割稻）
看	kʰɔn51	看：看见
渴	hɔt055	渴：口渴；～望
岸	ŋan51	岸：口～，两～
寒	hɔ25	寒：大～，～流
汗	hɔn51	汗：出～，～马功劳
安	ɔn44	安：公～，～全
案	ɔn51	案：～件，档～
扮	pan51	扮：打～
八	pat055	八：数字
辦	pʰan51	办：～事
拔	pʰat033	拔：～河，选～
盞	tsan51	盏：灯～（灯）
紮	tsat055	扎：～紧，驻～
鏟	tsʰan31	铲：～草
察	tsʰat055	察：观～
山	san44	山
產	tsʰan31	产：生～
殺	sat055	杀：～人，自～
間	kien44	间：房～，中～
揀	kien31	拣：挑选
眼	ȵien31	眼：双～皮
閑	han25	闲：～事，空～
