#漢字	音標	解釋
緬	mien31	～怀；～甸（地名）
面	mien51	～子
滅	met055	消～，～亡
碾	tsan51	～米
連	lien21	～长；大～（地名）
聯	lien21	～系；对～
列	liet055	排～；～宁（人名）
列	liet055	两～（两排）[白，量]
烈	liet055	～士，热～
裂	liet055	～开，分～
煎	tsien35	～药，～鱼
剪	tsien31	～刀
箭	tsien51	射～
濺	tsʰien51	～一身水
遷	tsʰien35	升～，～怒
淺	tsʰien31	深～
錢	tsʰien21	～财
踐	tsʰien51	实～
賤	tsʰien51	下～，～人
仙	sien35	神～
鮮	sien35	新～
鮮	sien31	朝～（国名）
癬	sien31	发～（生癣）
線	sien51	～索
薛	siet031	姓，～宝钗
泄	siet031	～漏，排～
羨	sien31	～慕
展	tsan31	开～，发～
哲	tsat031	～学
徹	tsʰat055	～底
撤	tsʰat055	～退
纏	tsʰan21	纠～，～线
轍	tsʰat055	南辕北～；苏～（人名）
氈	tsan33	羊毛～
戰	tsan51	～斗
顫	tsan33	～抖
折	tsat031	～断，打～
浙	tsat031	～江（地名）
舌	sat055	舌头
搧	san33	扇扇子，扇耳光[动]
扇	san51	扇子[名]
設	sat031	～计，建～
蟬	sam21	蝉
禪	sam21	～宗，～师
善	san51	～良，心～
膳	san51	～食，用～
單	san51	姓
禪	sam21	～让，封～
折	sat055	～本（赔本）
然	jan21	～后，居～
燃	jan21	～烧
熱	ȵiat055	冷～，～情
遣	kʰian31	派～
乾	kʰan21	～坤，～隆
虔	kʰan21	～诚
件	kʰian51	事～
傑	kʰiat055	～出
諺	ȵian51	农～，～语
孽	ȵiat031	造～
延	jan21	～长，～安
演	jan33	～员，表～
建	kan51	～设
揭	kiat31	～发，～露
揭	kiat031	～阳（地名）
鍵	kʰian51	关～，～盘
腱	kʰian51	肌～
言	ȵian21	语～
軒	hian33	人名用字
掀	hian33	～起[文]
掀	hian33	～被[白]
憲	ʃian31	～法
獻	ʃian51	贡～
歇	ʃiat031	～夜（过夜）
蠍	kʰiat031	蝎子，蛇～心肠
堰	jan51	坝，都江～
邊	pien33	～疆，旁～
蝙	pien31	～蝠
扁	pien31	圆扁
匾	pien31	牌～
遍	pien33	三～，～地，普～
片	pʰien31	一～，～面
撇	piek055	～捺，～开
蹩	piet031	跛，～脚
眠	min21	～床（床），安～
麵	mien51	～粉
蔑	mat031	～视
顚	tien33	～倒，～簸
典	tien31	～型，词～
天	tʰien33	～才
腆	tien31	腼～
鐵	tʰiet031	～皮
田	tʰien21	种～
塡	tʰien21	～空
電	tʰien51	触～，～灯
殿	tʰien51	宫～
奠	tʰien51	～基
墊	tien51	～钱，座～
年	ȵian21	过～
撚	ŋan33	以指捻碎
捏	ȵiap031	以指尖捏取小面积
憐	lin21	可～[文]
憐	lin21	可～[白]
蓮	lien21	～花，睡～
練	lien51	～习，熟～
鍊	lien51	～丹，锻～
链	lien51	项～，～条
楝	lien51	苦～树
箋	tsien33	便～，信～
薦	tsien51	推～
節	tsiet031	～约，竹～
千	tsʰien33	～万
切	tsʰiet031	～菜
前	tsʰien21	从～，～后
截	tsʰiet031	～断
先	sien33	祖～，～进，～生
屑	sɿ31	锯～[白，名]
屑	siau33	不～一顾[文，动]
楔	siap031	～入去（塞进去）[训]
肩	ken33	～头
堅	kian33	～强
繭	kian31	蚕～
見	kian51	～人，～识
結	kiat031	～婚，～疕[文，动]
結	ket031	打～[白]
潔	kiat31	～白，清～
牽	kʰian33	～牛花
硏	ŋan33	～究
硯	jan51	～台
顯	ʃian31	明～
賢	ʃan21	～惠，圣～
弦	ʃan21	琴～
現	ʃian51	～在，出～
煙	jan33	冒～
燕	jan51	姓；～京，～山（地名）
燕	jan51	燕子，～窝
嚥	jan35	～喉
宴	jan51	～会
般	pan33	～配，一～
搬	pan33	～运
半	pan51	一～，～日
絆	pʰan51	～脚石，～马索
鉢	pat031	花～（花盆），衣～
撥	pat031	～款
潘	pʰan33	姓
拚	pʰin35	～命
判	pʰan51	～断，审～
潑	pʰat031	～水；泼辣
盤	pʰan21	算～
伴	pʰan51	～随，伙～[文]
伴	pʰan51	做～，冇～[白]
拌	pʰan51	凉～，搅～
叛	pan31	～徒，背～
瞞	man31	隐～
饅	man21	～头
鰻	man21	～鱼
滿	man33	～意
漫	man51	～画，～长
末	mat055	～尾
沫	mat055	泡～
抹	mat031	～桌，～布
端	tɔn35	～正
短	tɔn31	长～
斷	tɔn51	判～，～案
鍛	tʰɔn51	～炼
掇	tɔt031	端东西，～菜
脫	tʰɔt031	～鞋，摆～
團	tʰɔn21	～结，～长
糰	tʰɔn21	饭～，面～
斷	tɔn51	～绝[文]
斷	tʰɔn33	线断了[白]
段	tʰɔn51	姓；阶～
緞	tʰɔn51	绸～
奪	tʰɔt055	～取
暖	nɔn33	冷～
鸞	lan21	～凤
卵	lɔn31	鸡～（鸡蛋），～生
亂	lɔn51	混～
捋	lɔt055	捋袖子
捋	lɔt031	～骨头（啃骨头）
鑽	tsɔn51	～孔，～山洞[动]
纂	tsʰɔn51	编～
鑽	tsɔn33	电～[名]，～石
撮	tsɔt031	一～毛
撮	tsʰɔt031	～人（骗人），～把戏（变魔术）
酸	sɔn33	～甜
算	sɔn51	计～
蒜	sɔn51	大蒜，蒜头
官	kuɔn33	～司，当～
棺	kuɔn33	～材
觀	kuɔn33	参～，～音
冠	kuɔn51	衣～，鸡～花
管	kuɔn31	～理，气～
館	kuɔn31	图书～
貫	kuɔn51	一～，～彻
灌	kuɔn51	～溉
罐	kuɔn51	～头
觀	kuɔn33	道～
冠	kuɔn51	～军
括	kuat031	包～
寬	kʰɔn33	～松
款	kʰuan31	汇～，拨～
闊	fat031	开～
玩	ŋan51	～具，游～
歡	fɔn33	喜～，～喜
喚	fɔn51	呼～
煥	fɔn51	～然一新
豁	kʰɔt031	～免，～然开朗
桓	fan21	齐～公
完	van21	～全[文]
完	van21	用～，食～[白]
丸	jan21	肉～，药～
緩	fɔn51	～慢，迟～
皖	fɔn51	安徽简称，～南事变
換	fɔn51	交～[文]
換	fɔn51	～水[白]
換	fɔn51	金不换[白]
活	fat055	生～
豌	van31	～豆
碗	vɔn31	饭～
腕	vɔn31	手～
鰥	kuan33	～寡，～夫
頑	ŋan21	～固，～皮
幻	fam51	科～，～想
滑	vat055	地～，～稽
猾	vat055	狡～
挖	vat031	～掘[文]
挖	vat031	穵[白]
篡	tsʰɔn31	～位，～改
閂	tsʰɔn35	～门，门～
拴	tsʰɔn33	拴住（捆绑）
刷	sɔt031	～牙，牙～
關	kuan33	～门，海～
慣	kuan51	习～
刮	kuat031	～毛，搜～
還	fan21	～原[文]
還	van21	～钱[白]
還	fan21	～有[白]
環	fan21	～境
患	fam51	～病，忧～
宦	fɔn51	～官
彎	van33	转～
灣	van33	台～，海～
戀	lien551	～爱
劣	lɔt031	～质，恶～
全	tsʰiɔn21	～部，安～
泉	tsʰan21	～水，喷～
絕	tsʰiet055	～对
宣	sien33	～布，～传
選	sien31	～择，挑～
雪	siet031	落～（下雪），～白
旋	sien21	～转
轉	tsɔn31	～学，～移，翻～
轉	tsɔn31	～圈
篆	tsʰɔn51	～体，～书，～刻
傳	tsʰɔn21	～达，流～
傳	tsʰɔn51	～记，自～
專	tsɔn33	～门，大～
磚	tsɔn33	～头
拙	tsɔt031	勤能补～
川	tsʰɔn33	四～
穿	tsʰɔn33	～堂风，揭～
喘	tsʰɔn31	哮～
串	tsʰɔn51	一～，～通
船	sɔn21	轮～
說	sɔt031	小～
軟	ȵiɔn33	～弱
捲	kian31	～起来[动]
眷	kian51	～属
卷	kian31	试～[名]
絹	kian31	绢
圈	kʰan33	圆～，～套
拳	kʰan21	～头
權	kʰan21	～利
倦	kʰian31	疲～
圓	jan21	团～
員	jan21	人～，～工
院	jan51	医～，～长
緣	jan21	～分
沿	jan21	边～，～江路
鉛	jan21	～笔，～球
捐	kian33	～钱
悅	jat055	愉～
閱	jat055	～读
藩	fan33	曾国～
反	fan31	～对，造～
販	fan51	～毒，小～，～卖
髮	fat031	头～
發	fat031	～展，～财[文]
發	pɔt031	～虫（长虫）[白]
翻	fan35	～书[文]
翻	pʰɔn33	翻转；呕吐[白]
番	fan33	三～两次，～薯
番	fɔn33	一～被（一床被子）
番	pʰan33	～禺（地名）
煩	fan21	麻～
礬	fan21	明～
繁	fan21	～华
飯	fan51	～店[文]
飯	fan51	食～（吃饭）[白]
伐	fat055	讨～，～木工人
筏	fat055	竹～（竹排）
罰	fat055	～款，惩～
晚	van31	～会
挽	van31	～留，手～手
萬	van51	～一
蔓	man51	～延，瓜～
襪	mat031	鞋～
蕨	kiat031	植物
勸	kʰian51	规～
券	kʰian51	国库～，证～
掘	kʰut031	挖～
元	ŋian21	～旦[文]
元	jan21	一～钱[白]
原	ȵian21	～来，平～
源	ȵian21	～头，来～
阮	ȵiɔn31	姓，～玲玉
願	ȵian51	～望
月	ȵiat055	三～
喧	sien33	～哗，～闹
冤	jan33	～枉
怨	jan51	～人，埋～
袁	jan21	姓，～世凯
轅	jan21	轩～
園	jan21	菜～，花～
援	jan33	～助，支～
遠	jan31	永～
越	jat055	～来～好
曰	jat031	子～
粵	jat055	～东
決	kiat031	～定
訣	kiat031	口～
犬	kʰian31	狂～病
缺	kʰiat031	～点
血	ʃiat031	流～
玄	ʃian21	～妙
懸	ʃian21	～挂，～崖
縣	jan51	～长
眩	ʃian21	晕眩，～昏
穴	ʃiat055	～位
淵	jan33	深～，～源
吞	tʰun33	～口水
跟	ken33	～从
根	ken33	～本，树～
懇	kʰen31	～求，诚～
墾	kʰen31	开～
齦	ȵiɔn35	牙～肉（牙龈）
痕	hen33	～迹
很	hen33	～大
恨	hen51	仇～
恩	en35	～人
彬	pin35	文质～～；人名用字
賓	pin35	贵～
檳	pin35	～榔
濱	pin35	哈尔～（地名）
殯	pin33	～仪馆，出～
鬢	pin33	～角
筆	pik031	毛～，～记
畢	pik031	～业
必	pik031	～须
匹	pʰik031	～配
貧	pʰin21	扶～
頻	pʰin21	～繁
弼	pʰek031	～马温；任～时
閩	men21	福建简称，～南
民	min21	人～，～族
憫	nin51	怜～
敏	men33	灵～
密	mek055	秘～，～封
抿	men21	小口喝
蜜	mek055	～蜂
鄰	lin21	～居
鱗	lin35	鱼～
燐	lin21	～肥
吝	nin51	吝啬
栗	lit055	～子
津	tsin35	天～（地名）
儘	tsin31	～管，～早
進	tsin51	～步，前～
晉	tsin31	山西简称；魏～南北朝
親	tsʰin35	～生，父～
親	tsʰin35	～家
七	tsʰit031	数字
漆	tsʰit031	油～
秦	tsʰin21	姓；～国
盡	tsʰin51	～量，～力，～头
疾	tsʰit055	残～
辛	sin35	～苦
新	sin33	～旧
新	sin33	～妇（儿媳妇）
薪	sin33	～水
信	sin51	相～
訊	sin31	通～
悉	sip031	熟～
膝	tsit031	～头（膝盖）
珍	tsən35	～珠
鎭	tsən31	～长，～压
趁	sən51	～机
陳	tsʰən21	姓；～列，～皮
塵	tsʰən21	灰～，～灰
陣	tsʰən51	～雨
姪	tsʰut055	～子
秩	tsət031	～序
臻	tsin35	聂荣～
襯	tsʰe51	～衫
蝨	set031	虱子，～嫲
眞	tsən33	认～，～假
診	tsən33	急～
疹	tsən33	麻～
振	tsən31	～动
震	tsən31	地～
質	tsət031	～量，品～
神	sən21	～仙，精～
實	sət055	老～，～在
身	sən33	～体，上～
申	sən33	～请；地支，申酉戌亥
伸	sən33	～展，延～[文]
伸	sən33	～手[白]
娠	tsən31	妊～反应
失	sət031	～去，丧～
室	sət031	教～，～内
辰	sən21	时～
晨	sən21	朝～
臣	sən21	大～
腎	sən51	～病
腎	kʰin35	鸡～（鸡肫）[白]
愼	sən31	谨～，～重
人	ȵin21	老～，～民
仁	jin21	～义
忍	ȵiun35	～耐，～受
刃	ȵiun31	刀～
認	ȵin51	承～，～真
靭	ȵiun51	不易断，坚～[文]
靭	ȵiun51	不易断[白]
日	ȵit031	十～，～期
巾	kin35	围～
緊	kin31	～张
吉	kit031	～利
僅	kiun31	～～，不～
銀	ȵiun21	金～，～行
釁	ʃin51	挑～
因	jin35	原～
姻	jan33	婚～
印	jin51	手～
乙	jat031	天干，甲乙丙丁
一	jit031	数字
寅	ji21	地支，子丑寅卯
引	jin31	吸～
逸	jit055	劳～结合
斤	kin35	～两
筋	kin33	牛～丸
謹	kiun31	～慎，严～
勁	kin51	有～，～敌
訖	ke51	收～
乞	kek031	～食，～求
勤	kʰiun21	～劳
芹	kʰiun21	～菜
近	kʰiun51	最～，～来[文]
近	kʰiun33	远近[白]
欣	ʃiun33	～赏
殷	jin33	姓；～勤
隱	vun31	～形，～身
癮	ȵian51	喜欢；烟～
奔	pun35	～跑，东～西走
本	pun31	～来，书～
不	put031	～过
噴	pʰun33	～水；～嚏
盆	pʰun21	面～（脸盆），～地
笨	pun51	～蛋[文]
笨	pʰun33	厚[白]
勃	pʰut055	勃，蓬～，生机～～
門	mun21	关～
悶	mun31	烦～，～热
沒	mut055	沉～，～有，出～
敦	tun35	～厚；伦～（地名）
墩	tun33	桥～
頓	tun31	停～，～脚
褪	tʰi51	～色
屯	tʰun31	～田
豚	tʰuŋ31	海～
囤	tun31	～积
沌	tʰun51	混～
盾	tʰun31	矛～
鈍	tʰun51	迟～，～角
遁	tʰun31	逃～
凸	tʰut031	～起
突	tʰut031	～然
突	tʰut031	～出
嫩	nun51	不老
論	lun51	～语
崙	lun21	昆～
論	lun51	议～，～文
尊	tsun35	～重
卒	tsət031	兵～，小～
村	tsʰun35	～长
寸	tsʰun51	尺～
猝	tsʰuk031	仓～，～死
存	sun21	～在，～折，储～
蹲	tun33	～马（扎马步）[文]
蹲	tsun21	蹲下[白]
孫	sun33	姓；子～
損	sən31	～坏
遜	sun51	～色，谦～
昆	kʰun35	～明，～虫
滾	kun31	～动；水开
棍	kun51	长～
骨	kut031	～头
坤	kʰun35	乾～
綑	kʰun31	～绑
困	kʰun51	～难
窟	kʰut031	～窿[文]
窟	kʰut031	小坑[白]
昏	fun33	黄～
婚	fun33	结～
忽	fut031	～然
魂	fun21	灵～
渾	fun21	～浊[文]
渾	vun21	水浑[白]
混	fun51	～淆，相～
核	het055	～心，～对[文]
核	fut055	龙眼～[白]
核	hak055	～卵（睾丸）[白]
溫	vun33	～度，～和
瘟	vun33	鸡～
穩	vun31	～定，求～
倫	lun21	～理，天～之乐
淪	lun21	沉～
輪	lun21	车～，～流
律	lit055	法～，～师
率	lit055	效～
遵	tsun35	～守
俊	tsən51	英～
筍	sun31	竹～
榫	sun31	～头（接合处）
迅	sin31	～速
戌	sət031	戊～变法
恤	sit031	体～，抚～
旬	sən21	上～
循	sun21	遵～，～环
巡	sun21	～逻，出～
殉	sən21	～职，～情
椿	tsun33	～树，香～
朮	sət055	白～（中药）
率	sit031	～领
蟀	sit031	蟋～
準	tsun31	瞄～，～则
准	tsun31	批～，～确
春	tsʰun33	立～
蠢	tsʰun31	～才
出	tsʰut031	～入，～发
脣	sun21	嘴～[文]
脣	sun21	嘴～[训，舷]
順	sən51	～利，～风
術	sət055	技～
述	sət055	叙～
舜	sən51	尧～
純	sun21	单～，～粹
醇	sun21	酒味～
潤	jun51	利～，～色
閏	jun51	～月
均	kiun33	平～，～匀
鈞	kiun33	千～一发
橘	kit031	橘子
菌	kʰiun35	细～
勻	jun21	均～
允	ȵiun35	～许
尹	jun35	姓，～相杰
分	fun35	～数，区～[文]
分	pun33	给[白]
粉	fun31	～笔，面～[文]
粉	pʰun31	～松[白]
糞	pun51	粪便
奮	fun31	～斗
芬	fun33	～芳
紛	fun33	纠～
彿	fut031	仿～
焚	fun21	～烧
墳	fun21	～墓，上～
憤	fun31	气～，～怒
忿	fun31	～～不平
份	fun51	～量
佛	fut055	拜～
文	vun21	～章，论～
紋	vun21	花～
蚊	mun35	～香
聞	vun21	新～
吻	vut031	接～
刎	vut031	自～
問	mun51	～题
物	vut055	～理[文]
物	vut055	～件[白]
勿	vut055	非礼～视
君	kiun35	～子
軍	kiun35	～队，参～
屈	kʰiut031	委～，～服[文]
屈	kʰiut031	委屈，～气[白]
羣	kʰiun21	～众
裙	kʰiun21	裙子
郡	kiun31	～主
掘	kʰut031	挖～
倔	kʰiut031	～强
熏	ʃiun35	～陶，烟～人[文]
熏	ʃiun33	烟～人,～蚊[白]
勳	ʃiun33	～章
薰	ʃiun33	～衣草
葷	fun21	～素
訓	ʃiun51	教～，～人
熨	vi31	～斗[训]
云	jun21	古人～
雲	jun21	乌～
韻	jun51	押～，～律
運	jun51	～气，好～
暈	fun21	～车，头～[训]
幫	pɔŋ33	～忙
榜	pɔŋ31	～样
謗	pɔŋ31	诽～
博	pɔk031	～士，广～
滂	pʰɔŋ21	～沱
泊	pʰɔk031	梁山～
旁	pʰɔŋ21	～边
螃	pʰɔŋ21	～蟹
傍	pʰɔŋ21	～晚
傍	pɔŋ31	～菜（以菜送饭）
薄	pʰɔk055	不厚，～弱
泊	pʰɔk031	停～，淡～
忙	mɔŋ21	农～，～碌
芒	mɔŋ21	～种[节气]
茫	mɔŋ21	白～～，～然
莽	mɔŋ31	鲁～
蟒	mɔŋ31	～蛇
莫	mɔk055	不要，～非
膜	mɔk031	薄～
幕	mɔk031	报～，～布
寞	mɔk031	寂～
摸	mɔ35	偷偷～～[文]
摸	mɔ33	～来～去[白]
當	tɔŋ33	～时，应～，～官
襠	tɔŋ51	裤～
襠	tɔŋ51	裤～[白]
黨	tɔŋ31	入～，～员
擋	tɔŋ31	阻～，～风
當	tɔŋ51	～铺，恰～；唔～（不如）
檔	tɔŋ551	～案
湯	tʰɔŋ35	煮～；姓
倘	tʰɔŋ31	～使
躺	tʰɔŋ31	平～
燙	tʰɔŋ31	～手
趟	tʰɔŋ31	两～
託	tʰɔk031	～词，推～
托	tʰɔk031	手承物，～盘
堂	tʰɔŋ21	～兄，拜～，课～
棠	tʰɔŋ21	海～
螳	tʰɔŋ21	～螂
唐	tʰɔŋ21	～朝；姓
糖	tʰɔŋ21	白～
塘	tʰɔŋ21	鱼～
蕩	tʰɔŋ31	放～，扫～
盪	tʰɔŋ33	过水，～嘴，～碗[白]
鐸	tʰɔk055	木铎；人名用字，郑振～
度	tʰu51	思～
囊	nɔŋ21	背～
諾	nɔk031	承～，～言
郞	lɔŋ21	新～；姓，～平
廊	lɔŋ21	走～
狼	lɔŋ21	～狈，豺～
螂	lɔŋ21	螳～
朗	lɔŋ51	～诵，明～
浪	lɔŋ51	风～，～费
落	lɔk055	下落
烙	lɔk055	～印
駱	lɔk055	～驼
洛	lɔk055	～阳（地名）
絡	lɔk055	联～
樂	lɔk055	～观，快～
贓	tsɔŋ33	～款，贪～枉法
髒	tsɔŋ51	肮～
葬	tsɔŋ51	埋～，落～
作	tsɔk031	工～，种～
倉	tsʰɔŋ35	～库
蒼	tsʰɔŋ35	～白
錯	tsʰɔk031	～开，～杂
藏	tsʰɔŋ21	隐～
藏	tsʰɔŋ51	西～，～族
臟	tsʰɔŋ51	内～
鑿	tsʰɔk055	用凿子凿
昨	tsʰɔk055	昨天
桑	sɔŋ35	～叶
喪	sɔŋ31	婚～，～事
嗓	sɔŋ31	金～子
喪	sɔŋ31	～失
索	sɔk031	绳子，线～
岡	kɔŋ33	井～山（地名）
崗	kɔŋ33	站～，～位
剛	kɔŋ33	～才，～好
綱	kɔŋ33	～常，大～
鋼	kɔŋ51	炼～，～笔
缸	kɔŋ33	水～
杠	kɔŋ51	高低～
各	kɔk031	～人
閣	kɔk031	～楼；～下
擱	kɔk031	耽～
康	kʰɔŋ33	健～
糠	hɔŋ33	谷～
慷	kʰɔŋ33	～慨
抗	kʰɔŋ51	反～，～战
囥	piaŋ33	藏
昂	ŋɔŋ31	～首挺胸，气～～
鄂	ŋɔk055	湖北简称
鰐	ŋɔk055	～鱼
行	hɔŋ21	银～
航	hɔŋ21	～行，～线
杭	hɔŋ21	～州
鶴	hɔk055	仙～
骯	ɔŋ51	～脏
惡	ɔk31	善～，～霸
娘	ȵiɔŋ21	姑～
釀	jɔŋ51	～豆腐[训]
良	liɔŋ21	～好，优～
凉	liɔŋ21	天～
量	liɔŋ21	衡～，～尺寸
糧	liɔŋ21	～食
樑	liɔŋ21	姓；～山（地名）
粱	liɔŋ21	高～，黄～美梦
兩	liɔŋ31	～个
兩	liɔŋ35	半斤八～
亮	liɔŋ51	明～
諒	liɔŋ51	原～，～解
輛	liɔŋ21	车～，两～
量	liɔŋ51	数～
略	liɔk055	省～
掠	liɔk055	～夺
將	tsiɔŋ33	～来；～军
漿	tsiɔŋ33	豆～，～糊
蔣	tsiɔŋ31	姓，～介石
獎	tsiɔŋ31	～金，得～
槳	tsiɔŋ31	船～
醬	tsiɔŋ51	沙茶～，辣椒～
將	tsiɔŋ51	大～，～士
爵	tsiɔk031	官～，～位
雀	tsiɔk031	麻～，～斑
槍	tsʰiɔŋ33	手～
搶	tsʰiɔŋ31	～劫
鵲	siak031	喜～，鸦～
牆	siɔŋ21	～壁
匠	siɔŋ51	木～
嚼	tsiɔk031	咀～，～碎
相	siɔŋ33	互～，～打（打架）
箱	siɔŋ33	皮～
廂	siɔŋ33	～房，车～
湘	siɔŋ33	湖南简称，～江
襄	siɔŋ33	～阳（地名）
鑲	siɔŋ33	～牙
想	siɔŋ31	～法，思～
相	siɔŋ51	宰～，看～，～貌
削	siɔk031	～皮，剥～
詳	siɔŋ21	～细
祥	siɔŋ21	慈～，吉～
象	siɔŋ51	气～
象	siɔŋ51	大～
象	siɔŋ51	印～，想～
像	siɔŋ51	好～，相～
像	siɔŋ51	头～，～章
橡	siɔŋ51	～胶，～树
張	tsɔŋ33	紧～；姓；装东西
長	tsɔŋ31	生～，省～
漲	tsɔŋ51	～价，～潮
帳	tsɔŋ51	蚊～
賬	tsɔŋ51	算～，～簿
脹	tsɔŋ51	～肚，膨～
着	tsɔk031	～衫（穿衣服）
暢	tsʰɔŋ31	～快，通～
長	tsʰɔŋ21	～期，～短
腸	tsʰɔŋ21	猪～，～胃
場	tsʰɔŋ21	排～，～地
丈	tsʰɔŋ51	三丈
丈	tsʰɔŋ35	姑～
仗	tsɔŋ51	打～；炮～（鞭炮）
杖	tsʰɔŋ31	拐～
着	tsʰɔk055	～火
莊	tsɔŋ33	～园；姓
裝	tsɔŋ33	假～
妝	tsɔŋ33	化～
壯	tsɔŋ51	强～
瘡	tsʰɔŋ35	痔～
闖	tsʰɔŋ51	～祸，李～王
創	tsʰɔŋ31	开～，～造
牀	tsʰɔŋ21	眠～
狀	tsʰɔŋ51	告～，～元，～态
霜	sɔŋ35	落～，～降
孀	sɔŋ33	遗～
爽	sɔŋ31	～快，直～
章	tsɔŋ33	姓；文～
樟	tsɔŋ33	～脑丸；～木头（地名）
掌	tsɔŋ31	巴～，～握
障	tsɔŋ51	保～
瘴	tsɔŋ51	～气
嶂	tsɔŋ51	耸立如屏障的山峰
酌	tsɔk031	斟～，～情
昌	tsʰɔŋ35	～盛
菖	tsʰɔŋ33	～蒲
廠	tsʰɔŋ31	～长
唱	tsʰɔŋ51	～歌
倡	tsʰɔŋ33	提～
綽	sɔk031	～～有余，～号
商	sɔŋ33	～量，经～
傷	sɔŋ33	受～
賞	sɔŋ31	欣～，～金
餉	ʃiɔŋ31	军～
常	sɔŋ21	经～，～识；姓
嘗	sɔŋ21	～试，品～
償	sɔŋ31	赔～
上	sɔŋ33	～山[动]
上	sɔŋ33	安上，～灯，～灯泡
尙	sɔŋ51	和～，高～
上	sɔŋ51	～背[方位]；～海（地名）
上	hɔŋ51	桌～，床～
勺	sɔk055	饭～
芍	sɔk031	～药；白～（中药）
瓤	nɔŋ33	瓜～
壤	jɔŋ51	土～
讓	jɔŋ51	～位
若	jɔk055	～干，～无其事
弱	ȵiɔk055	～点
疆	kiɔŋ35	新～（地名）
僵	kiɔŋ33	冻～，～硬
薑	kiɔŋ33	～糖
繮	kiɔŋ33	～绳
姜	kiɔŋ33	姓，孟～女，～太公
腳	kiɔk31	赤～
強	kʰiɔŋ21	～大，坚～
強	kiɔŋ31	勉～
卻	kʰiɔk031	退～，～步
仰	ȵiɔŋ31	～视
虐	ȵiɔk031	～待
瘧	ȵiɔk031	～疾
香	ʃiɔŋ33	～味，烧～；～港（地名）
鄕	ʃiɔŋ33	家～
享	ʃiɔŋ31	～受，分～
響	ʃiɔŋ31	音～
向	ʃiɔŋ51	～东
央	jɔŋ33	中～台，党中～[文]
央	jɔŋ33	中～（中间）[白]
秧	jɔŋ33	插～，～苗
殃	jɔŋ33	遭～，～及
約	jɔk031	大～，～会
羊	jɔŋ21	羊
洋	jɔŋ21	太平～
楊	jɔŋ21	姓；～树
陽	jɔŋ21	太～；揭～（地名）
揚	jɔŋ21	表～，发～
瘍	jɔŋ31	溃～
養	jɔŋ35	培～，～猪
癢	jɔŋ33	皮肤痒
樣	jɔŋ51	一～
樣	ȵiɔŋ51	～般
藥	jɔk055	中～，～片
躍	jɔk031	跳～，大～进
光	kuɔŋ35	阳～，～明
廣	kuɔŋ31	推～；～东（地名）
桄	kuɔŋ33	桌椅等腿间的横木
郭	kuɔk031	姓，～靖
曠	kʰɔŋ31	空～，～课
廓	kuɔk031	轮～
擴	kʰɔk031	～充，～大
荒	fɔŋ35	开～，～唐
慌	fɔŋ33	～张，心～
謊	fɔŋ33	说～
霍	vɔk031	姓；～乱
藿	vɔk031	～香（中药）
黃	vɔŋ21	姓；～色
簧	vɔŋ21	弹～
皇	vɔŋ21	～帝
蝗	fɔŋ21	～虫
凰	fɔŋ21	凤～
晃	fɔŋ31	摇～，～动
晃	fɔŋ31	～光
鑊	vɔk055	锅
汪	vɔŋ35	姓，～洋
方	fɔŋ35	地～，大～
肪	fɔŋ21	脂～
倣	fɔŋ31	～效
放	fɔŋ51	解～，～心[文]
放	piɔŋ51	～手[白]
芳	fɔŋ35	～香
妨	fɔŋ21	～碍
紡	fɔŋ31	～织
仿	fɔŋ31	～照，相～
彷	fɔŋ31	～佛
訪	fɔŋ31	采～，～问
房	fɔŋ21	～间
房	pʰiɔŋ21	姓，～玄龄
防	fɔŋ21	～止，国～
亡	mɔŋ21	死～
芒	mɔŋ35	～果
芒	miɔŋ21	～花草（可制扫帚）
網	miɔŋ31	鱼～，～络
忘	mɔŋ21	～记，遗～[文]
忘	mɔŋ21	～记，遗～[白]
忘	piɔŋ51	添～（忘记）[白]
妄	vɔŋ31	狂～，痴心～想
望	vɔŋ51	失～
縛	pʰiɔk031	束～
钁	kiɔk031	锄头，～锄，～头
匡	kʰiɔŋ33	～扶正义；赵～胤（人名）
筐	kʰiɔŋ35	箩～，两～[文]
筐	kʰiɔŋ35	两～[白]
眶	kʰiɔŋ33	眼眶
狂	kʰɔŋ21	发～
況	kʰɔŋ31	情～，～且
枉	vɔŋ31	冤～
王	vɔŋ21	姓；大～
往	vɔŋ35	来～，～日
旺	vɔŋ51	兴～
邦	paŋ33	～国；刘～（人名）
綁	pɔŋ31	捆～
剝	pɔk031	～削，～皮
駁	pɔk031	反～
胖	pʰan51	～子，肥～
樸	pʰɔk031	～素
龐	pʰaŋ21	～大；姓，～太师
棒	puŋ31	棍～，～打鸳鸯
蚌	pʰɔŋ51	～埠（地名）
蚌	pʰɔŋ551	～壳
雹	pʰau51	冰～
樁	tsɔŋ33	打～
桌	tsɔk031	书～
卓	tsɔk031	～越；姓，～别林
琢	tɔk031	～磨，雕～
啄	tɔk031	～木鸟，鸡～米
撞	tsʰɔŋ51	～人
濁	tsʰuk031	浑～
捉	tsɔk031	捕～，～棋（下棋）
窗	tsʰuŋ35	门～，～帘
鐲	tsuk031	手～
雙	suŋ35	一～鞋
朔	sɔk031	每月初一，～望
江	kɔŋ33	长～，～湖
扛	kɔŋ33	肩扛，双手抬
講	kɔŋ31	～话
港	kuɔŋ31	～口；香～（地名）
降	kɔŋ51	下～，～低
